,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
12466,30000000.0,acquired,CO,Denver,1,2011-01-31,2011-01-31,1,0.0,30000000.0,Health_and_Wellness,1.0
12467,20000000.0,closed,WA,Seattle,1,2000-06-01,2000-06-01,0,0.0,20000000.0,Technology,7.0
12469,9000000.0,closed,CA,SF Bay Area,2,2006-04-01,2008-02-01,0,671.0,4500000.0,Social_Media,4.0
12470,1200000.0,closed,WI,Green Bay,1,2006-11-30,2006-11-30,0,0.0,1200000.0,Biotechnology,2.0
12477,6923782.0,acquired,CA,SF Bay Area,3,2008-11-04,2011-01-31,1,409.0,3461891.0,0_other_cat,5.0
12478,68246.0,acquired,CA,SF Bay Area,2,2007-09-01,2009-06-01,1,639.0,68246.0,Internet,3.0
12479,675000.0,acquired,TN,Nashville,2,2011-05-05,2012-04-12,1,343.0,337500.0,Curated_Web,3.0
12481,15200000.0,closed,CA,SF Bay Area,2,2006-12-05,2008-08-18,0,622.0,7600000.0,Software,4.0
12482,13000000.0,acquired,CO,Denver,1,2002-04-19,2002-04-19,1,0.0,13000000.0,Biotechnology,4.0
12485,1000000.0,acquired,CA,Los Angeles,1,2012-09-01,2012-09-01,1,0.0,1000000.0,Advertising,6.0
12486,30000000.0,acquired,CO,Denver,1,2000-11-14,2000-11-14,1,0.0,30000000.0,Technology,5.0
12489,7600000.0,closed,WA,Seattle,1,2007-10-25,2007-10-25,0,0.0,7600000.0,Technology,1.0
12490,7129238.0,ipo,CA,Santa Barbara,4,2012-01-01,2014-08-22,1,439.0,3505000.0,Mobile,2.0
12491,350000.0,closed,KY,Louisville,1,2008-11-25,2008-11-25,0,0.0,350000.0,Curated_Web,1.0
12492,4247540.0,closed,NC,Raleigh,4,2005-09-27,2010-08-27,0,598.0,1415846.6666666667,Biotechnology,2.0
12496,51900000.0,acquired,CA,SF Bay Area,3,2000-02-15,2003-04-02,1,571.0,17300000.0,Software,13.0
12499,25000000.0,acquired,MN,MN - Other,1,2004-03-03,2004-03-03,1,0.0,25000000.0,0_other_cat,2.0
12501,26500000.0,acquired,MN,Minneapolis,1,2004-03-22,2004-03-22,1,0.0,26500000.0,0_other_cat,9.0
12502,25000000.0,acquired,MA,Boston,1,2008-04-24,2008-04-24,1,0.0,25000000.0,E-Commerce,4.0
12503,2844942.0,acquired,CT,Hartford,3,2007-04-26,2010-06-17,1,574.0,948314.0,Analytics,3.0
12505,1500000.0,acquired,CA,SF Bay Area,2,2013-09-01,2013-09-17,1,16.0,1500000.0,Advertising,3.0
12506,1000000.0,acquired,CA,SF Bay Area,2,2009-08-06,2009-12-02,1,118.0,1000000.0,Finance,9.0
12507,1550000.0,closed,TN,Chattanooga,2,2011-04-01,2012-02-23,0,328.0,775000.0,Curated_Web,2.0
12508,15100000.0,acquired,CA,SF Bay Area,4,2006-02-01,2008-03-20,1,259.0,3775000.0,Hardware_+_Software,7.0
12509,7340000.0,acquired,MA,Boston,1,2011-11-30,2011-11-30,1,0.0,7340000.0,Clean_Technology,1.0
12510,39000000.0,acquired,MA,Boston,3,2006-10-02,2009-04-14,1,462.0,13000000.0,Hardware_+_Software,8.0
12512,1000000.0,acquired,WA,Seattle,2,2013-01-16,2013-12-20,1,319.0,1250000.0,Social_Media,2.0
12513,37600000.0,acquired,MA,Boston,4,2003-10-10,2008-03-28,1,543.0,9400000.0,Security,7.0
12515,10000000.0,acquired,CA,SF Bay Area,2,2011-08-01,2012-08-21,1,386.0,10000000.0,E-Commerce,6.0
12516,11200000.0,acquired,CA,SF Bay Area,1,2005-03-25,2005-03-25,1,0.0,11200000.0,Semiconductors,2.0
12517,12789996.0,acquired,CA,SF Bay Area,5,2008-01-01,2013-04-01,1,479.0,3197499.0,Curated_Web,12.0
12518,15500000.0,acquired,CA,Anaheim,2,2009-07-01,2010-04-07,1,280.0,7750000.0,Biotechnology,6.0
12519,20000.0,closed,MI,Grand Rapids,1,2009-05-01,2009-05-01,0,0.0,20000.0,Curated_Web,1.0
12521,9000000.0,acquired,CA,SF Bay Area,2,2006-09-01,2007-06-25,1,297.0,4500000.0,Video,4.0
12525,16033882.1642302,closed,OR,"Portland, Oregon",2,2009-01-15,2011-05-10,0,845.0,8016941.0,Hardware_+_Software,7.0
12526,38695399.0,acquired,CA,SF Bay Area,5,2008-01-22,2013-01-02,1,451.0,9673849.75,Analytics,5.0
12527,107225000.0,acquired,FL,Tampa,3,2007-09-01,2009-06-01,1,319.0,35741666.666666664,Finance,13.0
12528,7318000.0,acquired,CO,Denver,3,2012-05-17,2013-11-25,1,278.0,2439333.3333333335,Software,12.0
12529,12700000.0,acquired,CA,Los Angeles,2,2005-11-01,2006-04-01,1,151.0,6350000.0,Video,7.0
12533,800000.0,closed,NY,New York City,2,2012-03-01,2012-06-14,0,105.0,800000.0,Mobile,13.0
12537,29620000.0,acquired,CA,San Diego,4,2010-05-21,2014-04-20,1,476.0,7405000.0,Health_Care,4.0
12538,4000000.0,closed,ID,Idaho Falls,1,2011-02-01,2011-02-01,0,0.0,4000000.0,Mobile,1.0
12541,7850000.0,closed,CA,SF Bay Area,1,2005-08-05,2005-08-05,0,0.0,7850000.0,0_other_cat,3.0
12542,28932322.0,acquired,CA,SF Bay Area,4,2010-11-10,2012-09-11,1,223.0,7233080.5,Advertising,8.0
12543,14700000.0,acquired,MA,Boston,3,2007-02-06,2010-09-24,1,663.0,4900000.0,Health_Care,1.0
12545,21000000.0,acquired,CA,SF Bay Area,3,2006-10-01,2008-02-15,1,251.0,7000000.0,Mobile,5.0
12547,33000000.0,acquired,NC,Raleigh,1,2000-11-14,2000-11-14,1,0.0,33000000.0,Advertising,6.0
12548,1300000.0,closed,CA,SF Bay Area,1,2012-01-25,2012-01-25,0,0.0,1300000.0,Social_Media,7.0
12549,3700000.0,closed,CA,SF Bay Area,2,2012-09-10,2013-09-26,0,381.0,1850000.0,Clean_Technology,7.0
12550,2600000.0,acquired,DC,"Washington, D.C.",2,2012-08-18,2014-03-18,1,577.0,2600000.0,Apps,4.0
12552,21999969.0,acquired,CA,SF Bay Area,3,2005-06-10,2009-04-08,1,699.0,10999984.5,Enterprise_Software,4.0
12553,22000000.0,acquired,CA,SF Bay Area,3,2005-02-28,2008-09-23,1,651.0,11000000.0,Software,8.0
12554,500000.0,closed,RI,Providence,1,2006-06-13,2006-06-13,0,0.0,500000.0,Software,1.0
12555,1500000.0,acquired,NY,New York City,1,2009-08-26,2009-08-26,1,0.0,1500000.0,0_other_cat,1.0
12558,6000000.0,ipo,TX,Houston,1,2005-07-05,2005-07-05,1,0.0,6000000.0,0_other_cat,2.0
12559,1900000.0,acquired,CA,SF Bay Area,3,2012-06-07,2013-05-16,1,171.0,633333.3333333334,Software,12.0
12560,50250000.0,ipo,CA,SF Bay Area,6,2007-01-16,2012-11-21,1,427.0,10050000.0,Mobile,18.0
12561,46667457.0,acquired,CA,SF Bay Area,5,2006-09-21,2010-12-08,1,384.0,9333491.4,Software,5.0
12562,15000000.0,acquired,CA,Los Angeles,2,2008-07-10,2009-09-09,1,426.0,7500000.0,Games,6.0
12563,36500000.0,closed,TX,Dallas,5,2006-11-20,2010-06-28,0,329.0,7300000.0,Software,15.0
12565,540000.0,acquired,PA,Philadelphia,1,2001-05-31,2001-05-31,1,0.0,540000.0,Software,1.0
12566,26000000.0,acquired,CA,Los Angeles,4,2007-01-01,2009-03-25,1,271.0,6500000.0,Advertising,7.0
12567,20000.0,closed,MA,Boston,1,2010-05-01,2010-05-01,0,0.0,20000.0,Advertising,1.0
12568,23000000.0,acquired,VA,Alexandria,1,2000-10-23,2000-10-23,1,0.0,23000000.0,Security,2.0
12569,23600000.0,acquired,CA,SF Bay Area,5,2008-12-09,2014-02-13,1,473.0,4720000.0,Enterprise_Software,8.0
12571,9000000.0,acquired,CA,SF Bay Area,1,2003-01-28,2003-01-28,1,0.0,9000000.0,0_other_cat,1.0
12573,6400000.0,closed,IL,"Springfield, Illinois",2,2007-02-05,2008-01-21,0,350.0,3200000.0,Software,7.0
12574,23700000.0,acquired,VA,"Washington, D.C.",3,2005-05-31,2009-01-27,1,668.0,7900000.0,Software,11.0
12577,2350000.0,closed,WA,Seattle,2,2011-07-07,2013-02-01,0,575.0,1175000.0,E-Commerce,4.0
12579,33076264.0,acquired,VA,"Washington, D.C.",3,2007-03-05,2009-10-01,1,470.0,11025421.333333334,Video,8.0
12581,21100000.0,acquired,TX,Houston,2,2004-05-18,2005-03-15,1,301.0,10550000.0,Hardware_+_Software,13.0
12583,20000000.0,acquired,CA,SF Bay Area,1,2006-04-05,2006-04-05,1,0.0,20000000.0,Semiconductors,5.0
12584,7000000.0,acquired,OR,"Portland, Oregon",1,2009-02-03,2009-02-03,1,0.0,7000000.0,E-Commerce,2.0
12587,12000000.0,closed,NY,New York City,2,2007-01-01,2008-09-16,0,624.0,6000000.0,Games,2.0
12588,2000000.0,closed,CA,SF Bay Area,1,2008-12-04,2008-12-04,0,0.0,2000000.0,Mobile,1.0
12591,10300000.0,closed,CA,SF Bay Area,1,2001-01-01,2001-01-01,0,0.0,10300000.0,Internet,6.0
12593,8500000.0,acquired,IL,Chicago,2,2013-04-29,2014-01-29,1,275.0,4250000.0,E-Commerce,8.0
12594,6300000.0,closed,CA,SF Bay Area,2,2007-08-31,2008-02-01,0,154.0,3150000.0,Software,3.0
12596,39875000.0,acquired,CA,SF Bay Area,3,2009-02-19,2011-06-29,1,430.0,13291666.666666666,Social_Media,16.0
12599,35000000.0,ipo,MI,Detroit,2,2013-06-18,2014-10-15,1,484.0,17500000.0,Biotechnology,1.0
12602,23000000.0,acquired,CA,SF Bay Area,2,2007-03-05,2008-07-21,1,504.0,11500000.0,Software,4.0
12603,109496656.0,ipo,NJ,Newark,4,2011-07-28,2013-12-05,1,287.0,27374164.0,Biotechnology,8.0
12605,1000000.0,acquired,CA,SF Bay Area,1,2010-01-01,2010-01-01,1,0.0,1000000.0,Mobile,2.0
12606,7500000.0,acquired,VA,"Washington, D.C.",3,2005-12-06,2008-11-18,1,539.0,3750000.0,Enterprise_Software,4.0
12607,14000000.0,acquired,TX,Austin,1,2006-03-23,2006-03-23,1,0.0,14000000.0,Software,2.0
12609,2500000.0,acquired,CA,SF Bay Area,1,2007-05-01,2007-05-01,1,0.0,2500000.0,Video,1.0
12611,13500000.0,acquired,CA,SF Bay Area,2,2007-01-01,2008-12-09,1,287.0,2321888.888888889,0_other_cat,7.0
12616,8000000.0,closed,CA,Los Angeles,2,2007-08-01,2009-03-10,0,587.0,4000000.0,0_other_cat,7.0
12617,10000000.0,acquired,IL,Chicago,1,2000-05-09,2000-05-09,1,0.0,10000000.0,Internet,2.0
12621,15500000.0,acquired,CO,Denver,2,2004-01-06,2005-01-11,1,371.0,7750000.0,Web_Hosting,10.0
12623,103000000.0,closed,CA,Los Angeles,3,2008-05-20,2012-06-11,0,741.0,34333333.333333336,Web_Hosting,4.0
12624,11500000.0,closed,CA,San Diego,4,2006-07-31,2008-08-12,0,247.0,3833333.3333333335,Games,5.0
12626,32500000.0,closed,NC,Raleigh,4,2006-01-24,2010-10-22,0,577.0,8125000.0,SaaS,11.0
12627,44000000.0,closed,CA,SF Bay Area,3,2006-01-24,2010-09-13,0,846.0,14666666.666666666,Hardware_+_Software,9.0
12630,2000000.0,closed,TX,Houston,1,2008-01-15,2008-01-15,0,0.0,2000000.0,Finance,1.0
12632,25000000.0,acquired,TX,Austin,1,2007-10-15,2007-10-15,1,0.0,25000000.0,Biotechnology,3.0
12633,500000.0,acquired,NV,Las Vegas,1,2012-02-01,2012-02-01,1,0.0,500000.0,E-Commerce,4.0
12635,10200000.0,acquired,CA,SF Bay Area,2,2010-08-16,2012-11-02,1,809.0,5100000.0,Advertising,4.0
12639,3000000.0,acquired,CA,SF Bay Area,1,2007-07-01,2007-07-01,1,0.0,3000000.0,Games,6.0
12640,1500000.0,closed,NH,NH - Other,1,2007-09-25,2007-09-25,0,0.0,1500000.0,0_other_cat,1.0
12643,5000000.0,closed,NY,New York City,1,2001-07-24,2001-07-24,0,0.0,5000000.0,0_other_cat,4.0
12644,20300000.0,ipo,MA,Worcester,2,2012-10-05,2014-04-24,1,0.0,300000.0,Biotechnology,1.0
12645,9120018.0,acquired,GA,Atlanta,2,2007-04-25,2009-08-13,1,841.0,4560009.0,E-Commerce,1.0
12647,1875000.0,closed,AZ,Phoenix,1,2014-02-04,2014-02-04,0,0.0,1875000.0,0_other_cat,1.0
12648,14000000.0,acquired,UT,Salt Lake City,2,2005-02-18,2006-09-14,1,573.0,7000000.0,Semiconductors,3.0
12651,11150004.0,acquired,CA,Los Angeles,3,2010-07-23,2013-04-16,1,499.0,5575002.0,Curated_Web,3.0
12652,500000.0,acquired,SC,SC - Other,2,2008-07-14,2010-08-30,1,777.0,500000.0,Health_Care,4.0
12655,27200000.0,acquired,OR,"Portland, Oregon",3,2002-11-15,2007-05-01,1,814.0,9066666.666666666,Enterprise_Software,7.0
12656,62000000.0,acquired,CA,SF Bay Area,4,2004-06-17,2010-09-21,1,762.0,15500000.0,Health_Care,15.0
12663,260000.0,acquired,WI,Green Bay,1,2009-09-01,2009-09-01,1,0.0,260000.0,Education,1.0
12664,8750000.0,acquired,CO,Denver,2,2009-09-01,2010-06-17,1,289.0,4375000.0,Enterprise_Software,3.0
12665,16000000.0,acquired,CA,SF Bay Area,1,2004-07-20,2004-07-20,1,0.0,16000000.0,Security,5.0
12667,16000000.0,acquired,MN,"Rochester, Minnesota",1,2007-07-17,2007-07-17,1,0.0,16000000.0,0_other_cat,3.0
12671,22000000.0,ipo,VA,"Washington, D.C.",1,2010-09-13,2010-09-13,1,0.0,22000000.0,Security,1.0
12673,50200000.0,acquired,MI,Detroit,6,2009-01-01,2015-03-15,1,452.0,8366666.666666667,Hardware_+_Software,9.0
12674,825000.0,closed,WA,Seattle,1,2013-07-15,2013-07-15,0,0.0,825000.0,Games,1.0
12677,1400000.0,acquired,NY,New York City,1,2011-01-12,2011-01-12,1,0.0,1400000.0,Analytics,6.0
12680,7000000.0,closed,CA,SF Bay Area,1,2002-02-27,2002-02-27,0,0.0,7000000.0,0_other_cat,4.0
12685,3502000.0,closed,CA,SF Bay Area,2,2009-08-12,2011-11-14,0,824.0,1751000.0,Advertising,2.0
12686,15000.0,closed,TX,Austin,1,2008-08-01,2008-08-01,0,0.0,15000.0,Mobile,1.0
12690,1310000.0,closed,WA,Seattle,2,2007-08-01,2008-04-02,0,245.0,655000.0,Curated_Web,1.0
12692,20000000.0,closed,CA,SF Bay Area,1,2000-08-27,2000-08-27,0,0.0,20000000.0,Technology,3.0
12693,47000000.0,acquired,MA,Boston,2,2001-12-10,2004-01-06,1,757.0,23500000.0,Semiconductors,9.0
12694,46000000.0,acquired,CA,SF Bay Area,4,2007-01-31,2010-09-14,1,440.0,23000000.0,Enterprise_Software,13.0
12695,5000000.0,closed,TX,Dallas,1,2006-01-16,2006-01-16,0,0.0,5000000.0,0_other_cat,3.0
12696,100800000.0,acquired,CA,SF Bay Area,4,2000-09-01,2003-07-03,1,345.0,25200000.0,0_other_cat,19.0
12699,17100000.0,acquired,PA,Philadelphia,4,2005-06-21,2010-05-17,1,597.0,4275000.0,Software,7.0
12700,21000000.0,acquired,NJ,Newark,3,2004-08-02,2010-01-22,1,999.0,7000000.0,Web_Hosting,4.0
12702,1225000.0,ipo,FL,Ft. Lauderdale,2,2009-12-01,2011-02-02,1,428.0,612500.0,Hardware_+_Software,1.0
12704,56100000.0,acquired,CA,SF Bay Area,3,2005-06-03,2009-07-27,1,757.0,18700000.0,Hardware_+_Software,13.0
12706,35771750.0,acquired,CA,Napa Valley,6,2008-10-28,2013-11-21,1,370.0,5961958.333333333,Health_Care,1.0
12709,98000000.0,acquired,CA,SF Bay Area,3,2006-12-01,2011-07-18,1,845.0,32666666.666666668,Biotechnology,8.0
12711,250000.0,closed,CA,SF Bay Area,1,2008-06-16,2008-06-16,0,0.0,250000.0,0_other_cat,1.0
12712,62800000.0,closed,CA,SF Bay Area,3,2007-07-19,2009-09-30,0,402.0,20933333.333333332,Health_Care,7.0
12713,20850000.0,acquired,CA,SF Bay Area,5,2007-09-01,2011-08-03,1,358.0,4170000.0,Curated_Web,17.0
12715,47315000.0,closed,MA,Boston,5,2005-01-01,2012-02-23,0,652.0,9463000.0,Health_Care,12.0
12716,5200000.0,closed,CA,SF Bay Area,1,2008-03-25,2008-03-25,0,0.0,5200000.0,Biotechnology,3.0
12717,7700000.0,closed,CA,SF Bay Area,1,2004-12-15,2004-12-15,0,0.0,7700000.0,Technology,4.0
12718,101650000.0,acquired,MA,Boston,4,2003-03-17,2007-08-08,1,535.0,25412500.0,Software,16.0
12719,500000.0,acquired,CA,Los Angeles,1,2011-04-01,2011-04-01,1,0.0,500000.0,E-Commerce,1.0
12720,3750000.0,acquired,NY,New York City,2,2010-01-01,2011-01-10,1,374.0,1875000.0,0_other_cat,4.0
12722,21700000.0,acquired,CA,SF Bay Area,1,2002-10-15,2002-10-15,1,0.0,21700000.0,Software,3.0
12726,450000.0,closed,NY,New York City,2,2011-01-01,2012-02-01,0,396.0,450000.0,0_other_cat,1.0
12729,12000000.0,acquired,CA,SF Bay Area,3,2011-04-12,2012-12-04,1,301.0,12000000.0,Software,2.0
12730,26991390.0,acquired,CA,SF Bay Area,2,2007-01-22,2009-04-22,1,821.0,13495695.0,Software,4.0
12731,15200000.0,acquired,UT,Salt Lake City,3,2012-02-23,2013-10-09,1,297.0,5066666.666666667,Software,19.0
12732,14200000.0,closed,CA,SF Bay Area,2,2007-03-22,2009-04-23,0,763.0,7100000.0,Mobile,6.0
12733,17500000.0,acquired,MA,Boston,5,2006-11-17,2009-10-28,1,269.0,5833333.333333333,Advertising,15.0
12734,250000.0,closed,CA,SF Bay Area,1,2011-08-05,2011-08-05,0,0.0,250000.0,Advertising,2.0
12735,18687288.0,acquired,WA,Seattle,3,2005-01-17,2010-04-20,1,959.0,6229096.0,Enterprise_Software,7.0
12736,5675000.0,acquired,CA,SF Bay Area,4,2010-08-01,2013-12-01,1,406.0,2837500.0,Games,14.0
12737,1065000.0,closed,NY,New York City,3,2010-06-01,2012-01-01,0,289.0,355000.0,0_other_cat,3.0
12738,1750000.0,closed,CA,SF Bay Area,2,2010-12-01,2012-02-08,0,434.0,1750000.0,Education,6.0
12739,44500000.0,acquired,TX,San Antonio,3,2006-09-18,2009-01-01,1,418.0,14833333.333333334,Education,7.0
12740,12000000.0,acquired,PA,State College,1,2009-01-15,2009-01-15,1,0.0,12000000.0,Education,1.0
12741,35000000.0,acquired,CA,SF Bay Area,2,2008-08-22,2009-07-24,1,336.0,17500000.0,Enterprise_Software,5.0
12742,4290000.0,ipo,SC,Greenville - Spartanburg,3,2014-08-05,2015-09-04,1,0.0,225000.0,Semiconductors,1.0
12743,37000000.0,acquired,NC,Raleigh,3,2013-03-25,2014-12-18,1,316.0,12333333.333333334,Biotechnology,3.0
12748,100000.0,acquired,CA,SF Bay Area,1,2013-03-01,2013-03-01,1,0.0,100000.0,Apps,1.0
12749,5000000.0,acquired,WA,Seattle,1,2004-01-13,2004-01-13,1,0.0,5000000.0,Games,1.0
12751,4000000.0,acquired,CA,SF Bay Area,3,2006-10-01,2009-10-01,1,548.0,4000000.0,Social_Media,4.0
12754,11500000.0,acquired,CA,SF Bay Area,5,2006-03-06,2010-02-05,1,358.0,2875000.0,Curated_Web,6.0
12756,1250000.0,closed,GA,Atlanta,1,2007-07-01,2007-07-01,0,0.0,1250000.0,0_other_cat,1.0
12757,1800000.0,acquired,CA,SF Bay Area,1,2013-06-01,2013-06-01,1,0.0,1800000.0,Enterprise_Software,2.0
12760,225000.0,closed,IA,Cedar Rapids,1,2006-04-24,2006-04-24,0,0.0,225000.0,Video,1.0
12767,6000000.0,closed,MA,Boston,1,2005-04-19,2005-04-19,0,0.0,6000000.0,Software,4.0
12769,31746594.0,acquired,MA,Boston,4,2009-03-09,2013-04-01,1,494.0,7936648.5,Biotechnology,15.0
12770,35000000.0,acquired,CA,SF Bay Area,2,2009-07-24,2011-06-07,1,683.0,17500000.0,Web_Hosting,1.0
12771,1750000.0,acquired,NY,New York City,2,2009-08-01,2011-02-11,1,559.0,875000.0,Social_Media,5.0
12772,14500000.0,acquired,MA,Boston,2,2008-07-29,2010-04-13,1,623.0,7250000.0,Advertising,12.0
12773,305000.0,closed,MA,Boston,1,2011-01-01,2011-01-01,0,0.0,305000.0,Curated_Web,1.0
12774,46914300.0,closed,CA,SF Bay Area,6,2005-07-01,2009-05-01,0,280.0,7819050.0,0_other_cat,15.0
12775,265000.0,closed,CO,Denver,2,2007-08-01,2007-10-29,0,89.0,132500.0,Finance,1.0
12783,1725000.0,acquired,OR,"Portland, Oregon",2,2009-09-09,2010-03-23,1,195.0,862500.0,0_other_cat,1.0
12784,4000000.0,acquired,MA,Boston,1,2007-12-18,2007-12-18,1,0.0,4000000.0,Clean_Technology,1.0
12785,34150000.0,acquired,NY,New York City,5,2006-09-19,2011-11-01,1,467.0,8537500.0,Finance,6.0
12786,2300000.0,closed,CA,SF Bay Area,1,2010-03-26,2010-03-26,0,0.0,2300000.0,Technology,2.0
12787,8000000.0,acquired,CA,SF Bay Area,1,2004-11-10,2004-11-10,1,0.0,8000000.0,Software,2.0
12788,5000000.0,acquired,VA,"Washington, D.C.",1,2003-08-29,2003-08-29,1,0.0,5000000.0,0_other_cat,2.0
12789,982000.0,closed,NY,New York City,1,2008-05-06,2008-05-06,0,0.0,982000.0,Security,1.0
12790,4000000.0,acquired,MA,Boston,1,2005-03-15,2005-03-15,1,0.0,4000000.0,Games,1.0
12791,9250000.0,acquired,VA,"Washington, D.C.",1,2005-02-10,2005-02-10,1,0.0,9250000.0,Software,3.0
12793,5000000.0,acquired,VA,"Washington, D.C.",1,2007-04-17,2007-04-17,1,0.0,5000000.0,Software,1.0
12794,18000000.0,acquired,TX,Austin,2,2012-07-24,2014-11-11,1,840.0,18000000.0,E-Commerce,1.0
12796,15000000.0,acquired,CA,SF Bay Area,1,2004-03-24,2004-03-24,1,0.0,15000000.0,Hardware_+_Software,3.0
12799,1300000.0,acquired,PA,Pittsburgh,1,2003-01-10,2003-01-10,1,0.0,1300000.0,Software,1.0
12801,40600000.0,acquired,CA,SF Bay Area,3,2009-08-28,2014-12-09,1,964.0,13533333.333333334,Clean_Technology,6.0
12806,23138876.0,closed,CA,SF Bay Area,7,2006-11-16,2011-06-23,0,280.0,3305553.714285714,Advertising,4.0
12807,16000000.0,acquired,CA,SF Bay Area,3,2007-11-01,2011-02-01,1,594.0,5333333.333333333,Curated_Web,17.0
12808,1000000.0,closed,NY,New York City,1,2007-10-01,2007-10-01,0,0.0,1000000.0,Video,1.0
12809,17986943.0,acquired,MA,Boston,8,2004-03-09,2012-01-19,1,410.0,2248367.875,Advertising,11.0
12811,900000.0,acquired,SC,Greenville - Spartanburg,1,2013-06-11,2013-06-11,1,0.0,900000.0,Biotechnology,1.0
12812,1600000.0,acquired,SC,Greenville - Spartanburg,1,2008-05-01,2008-05-01,1,0.0,1600000.0,0_other_cat,2.0
12815,5500000.0,acquired,NY,New York City,1,2007-08-01,2007-08-01,1,0.0,5500000.0,Web_Hosting,1.0
12817,2828000.0,acquired,CA,SF Bay Area,2,2012-07-01,2013-11-13,1,500.0,1414000.0,Mobile,5.0
12822,9100000.0,closed,TX,Dallas,3,2006-09-01,2008-07-22,0,345.0,3033333.3333333335,Analytics,3.0
12824,26000000.0,acquired,MA,Boston,1,2005-08-04,2005-08-04,1,0.0,26000000.0,Semiconductors,2.0
12827,39000000.0,closed,TX,Austin,4,2005-06-14,2010-10-22,0,652.0,13000000.0,Semiconductors,9.0
12830,27000000.0,acquired,MA,Boston,3,2008-12-14,2011-10-19,1,519.0,9000000.0,Biotechnology,7.0
12831,17590000.0,acquired,CA,San Diego,2,2007-11-18,2009-09-30,1,682.0,17590000.0,Hardware_+_Software,6.0
12832,18800000.0,acquired,CA,SF Bay Area,2,2001-07-12,2004-06-16,1,1070.0,9400000.0,0_other_cat,7.0
12834,3000000.0,acquired,NY,New York City,1,2011-05-02,2011-05-02,1,0.0,3000000.0,E-Commerce,2.0
12835,10400000.0,acquired,CA,Los Angeles,3,2002-05-14,2005-05-17,1,549.0,3466666.6666666665,Mobile,5.0
12837,34500000.0,closed,CA,SF Bay Area,4,2006-06-01,2009-03-05,0,336.0,8625000.0,Mobile,15.0
12838,50000.0,closed,CA,Santa Barbara,1,2008-07-01,2008-07-01,0,0.0,50000.0,Games,2.0
12840,2500000.0,acquired,CA,SF Bay Area,2,2006-12-02,2007-11-01,1,334.0,1250000.0,Enterprise_Software,6.0
12841,2500000.0,closed,CA,SF Bay Area,1,2008-05-20,2008-05-20,0,0.0,2500000.0,Clean_Technology,1.0
12842,38425000.0,closed,NJ,Newark,3,2010-03-29,2013-12-12,0,677.0,12808333.333333334,Biotechnology,14.0
12843,12400000.0,acquired,UT,Salt Lake City,1,2004-04-14,2004-04-14,1,0.0,12400000.0,Security,5.0
12846,562000.0,acquired,NE,NE - Other,3,2009-05-04,2013-10-18,1,814.0,562000.0,0_other_cat,4.0
12848,9000000.0,acquired,NY,New York City,2,2008-04-01,2009-06-26,1,451.0,4500000.0,Advertising,4.0
12850,250000.0,acquired,MI,Detroit,1,2007-05-15,2007-05-15,1,0.0,250000.0,Biotechnology,1.0
12854,12000.0,acquired,NY,New York City,1,2009-09-10,2009-09-10,1,0.0,12000.0,Mobile,1.0
12856,30501799.0,acquired,TX,Dallas,5,2004-09-15,2010-12-13,1,570.0,6100359.8,Mobile,17.0
12858,39000000.0,closed,MA,Boston,4,2003-03-07,2006-08-03,0,415.0,13000000.0,Software,18.0
12859,9500000.0,acquired,CA,SF Bay Area,3,2007-05-08,2010-12-21,1,661.0,4750000.0,Hardware_+_Software,6.0
12862,3263734.0,closed,MA,Boston,9,2007-11-01,2012-04-01,0,201.0,815933.5,0_other_cat,5.0
12864,25970000.0,acquired,CA,SF Bay Area,3,2002-02-19,2007-02-20,1,913.0,8656666.666666666,Software,16.0
12865,41460000.0,acquired,CA,SF Bay Area,4,2010-12-08,2014-10-20,1,470.0,13820000.0,Biotechnology,11.0
12866,74000000.0,closed,CA,San Diego,7,2004-11-09,2009-06-02,0,277.0,10571428.57142857,Semiconductors,9.0
12867,8800000.0,closed,UT,Salt Lake City,1,2007-05-10,2007-05-10,0,0.0,8800000.0,Curated_Web,1.0
12868,60800000.0,closed,MD,"Washington, D.C.",3,2005-03-20,2009-06-09,0,771.0,20266666.666666668,Biotechnology,9.0
12870,15750000.0,acquired,MA,Boston,1,2002-10-11,2002-10-11,1,0.0,15750000.0,Software,5.0
12871,56000000.0,acquired,NC,Raleigh,2,2005-10-06,2007-06-28,1,630.0,28000000.0,Health_Care,16.0
12873,12000000.0,acquired,MA,Boston,1,2007-02-28,2007-02-28,1,0.0,12000000.0,Biotechnology,2.0
12874,7000000.0,closed,NY,New York City,2,2007-02-01,2007-08-16,0,196.0,7000000.0,0_other_cat,3.0
12875,4000000.0,acquired,CA,SF Bay Area,1,2008-04-25,2008-04-25,1,0.0,4000000.0,Games,1.0
12876,21100000.0,acquired,CA,SF Bay Area,4,2005-08-04,2008-01-01,1,293.0,5275000.0,Enterprise_Software,10.0
12877,83703892.0,ipo,CA,SF Bay Area,6,2005-07-05,2012-03-20,1,490.0,13950648.666666666,SaaS,3.0
12878,15000000.0,acquired,CA,Los Angeles,2,2011-11-16,2013-07-31,1,623.0,15000000.0,Software,5.0
12879,18000000.0,acquired,GA,Atlanta,1,2002-02-11,2002-02-11,1,0.0,18000000.0,Software,6.0
